CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-14249-319301,2014-10-01,H-2A,2014-09-06,DETERMINATION ISSUED - CERTIFICATION,2014-11-01,2015-06-15,"LESTER DONLEY & SONS HARVESTING, INC.",2235 CRUMP ROAD,,WINTER HAVEN,FL,33881-8200,UNITED STATES OF AMERICA,,863-324-4564,,Florida Fruit & Vegetable Association,CHRISTINE SYNAN,MAITLAND,FL,Citrus Hand Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Oranges,4239,104,104,Y,Seasonal,36,07:00 AM,01:00 PM,10.26,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Bartow,FL,33830,Y,Association - Filing as Agent (H-2A Only),Department of Economic Opportunity,FL9933732,2014-09-05,2015-02-22
H-300-14265-495152,2014-10-08,H-2A,2014-09-22,DETERMINATION ISSUED - CERTIFICATION,2014-11-01,2015-06-07,"H2A Complete II, Inc.",1926 First Commercial Drive N Suite 109,,Southaven,MS,38671,UNITED STATES OF AMERICA,,662-393-4241,,,,,,Citrus Hand Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Peaches,,110,110,Y,Seasonal,35,07:00 AM,02:00 PM,10.26,Hour,,,N,,None,n/a,n/a,N,,N,,,N,,Vero Beach,FL,32968,Y,H-2A Labor Contractor or Job Contractor,FL Department of Economic Opportunity,FL9939019,2014-09-19,2015-02-18
H-300-14248-548620,2014-10-10,H-2A,2014-09-05,DETERMINATION ISSUED - CERTIFICATION,2014-11-15,2015-06-15,Jose Valdovinos,2998 SE Creekwood Terrace,P.O. Box 144,Arcadia,FL,34266,UNITED STATES OF AMERICA,,863-990-5151,,"CCH BOOKKEEPING, INC.",YOLANDA CELAYA,LAKE PLACID,FL,Harvest worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Citrus,,20,20,Y,Seasonal,36,07:30 AM,01:30 PM,10.26,Hour,,,N,,None,,,N,,N,,,N,,Arcadia,FL,34266,Y,H-2A Labor Contractor or Job Contractor,Department of Economic Oportunity,9933490,2014-09-04,2015-03-01
H-300-14269-018688,2014-10-10,H-2A,2014-09-26,DETERMINATION ISSUED - CERTIFICATION,2014-12-01,2015-04-30,"Cranky Steer Trading, LLC",8890 N. 2445 Rd.,,Thomas,OK,73669,UNITED STATES OF AMERICA,,580-614-1750,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Livestock Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestorck Worker,,2,2,Y,Seasonal,48,08:00 AM,05:00 PM,10.86,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Thomas,OK,73669,N,Individual Employer,Oklahoma State Workforce Agency,OK996586,2014-09-24,2015-02-14
H-300-14252-954831,2014-10-10,H-2A,2014-09-09,DETERMINATION ISSUED - CERTIFICATION,2014-11-15,2015-06-15,ALEJANDRO OLGUIN,137 S Pasco Ave.,"P.O. Box 1315, Nocatee, FL, 34268",Arcadia,FL,34266,UNITED STATES OF AMERICA,,863-990-0744,,"CCH BOOKKEEPING, INC.",YOLANDA CELAYA,LAKE PLACID,FL,Harvest worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Early/Mid Oranges Juice,,21,21,Y,Seasonal,36,07:30 AM,01:30 PM,10.26,Hour,,,N,,None,,,N,,N,,,N,,Arcadia,FL,34266,Y,H-2A Labor Contractor or Job Contractor,Department of Economic Oportunity,9934992,2014-09-09,2015-03-01
H-300-14290-841418,2014-10-28,H-2A,2014-10-17,DETERMINATION ISSUED - CERTIFICATION,2014-12-01,2015-04-01,GROSCH BROTHERS PARTNERSHIP,119 N. 4TH STREET,N/A,O'NEILL,NE,68763,UNITED STATES OF AMERICA,N/A,800-573-0666,,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",13.41,,20,20,Y,Seasonal,40,08:00 AM,05:00 PM,13.41,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,O'NEILL,NE,68763,N,Individual Employer,NEBRASKA SWA,245615,2014-10-02,2015-01-31
H-300-14300-910577,2014-11-17,H-2A,2014-10-28,DETERMINATION ISSUED - CERTIFICATION,2014-12-17,2015-05-28,VERNON E. FAIRCHILD JR.,4297 NORTH 1400 EAST,,BUHL,ID,83316,UNITED STATES OF AMERICA,,208-543-5531,,,,,,wool grader,45-2021,Animal Breeders,Wool Grader,,3,3,Y,Seasonal,48,08:00 AM,05:00 PM,10.69,Select Pay Range,,,N,,None,,,N,,N,,,Y,3,Wilder,ID,83676,Y,H-2A Labor Contractor or Job Contractor,Idaho Department of Labor,1504703,2014-10-22,2015-03-08
H-300-14300-611251,2014-11-17,H-2A,2014-10-28,DETERMINATION ISSUED - CERTIFICATION,2014-12-17,2015-05-28,VERNON E. FAIRCHILD JR.,4297 NORTH 1400 EAST,,BUHL,ID,83316,UNITED STATES OF AMERICA,,208-543-5531,,,,,,sheep shearers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,7,7,Y,Seasonal,48,08:00 AM,05:00 PM,10.69,Hour,,,N,,None,,,N,,N,,,Y,1,Wilder,ID,83676,Y,H-2A Labor Contractor or Job Contractor,Idaho Department of Labor,1504701,2014-10-22,2015-03-08
H-300-14317-103323,2014-12-01,H-2A,2014-11-13,DETERMINATION ISSUED - CERTIFICATION,2015-01-01,2015-06-30,"TRIPLE E FARMS, LP",3464 HIGHWAY 29 S,,BUNKIE,LA,71322,UNITED STATES OF AMERICA,N/A,318-240-1644,,,,,,CRAWFISH LABORER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,4,4,Y,Seasonal,36,06:00 AM,01:00 PM,9.87,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,BUNKIE,LA,71322,N,Individual Employer,LOUISIANA WORKFORCE COMMISSION,512607,2014-11-12,2015-04-01
H-300-14314-579696,2014-12-04,H-2A,2014-11-11,DETERMINATION ISSUED - CERTIFICATION,2014-12-31,2015-10-31,MOUNTAIN AVENUE BEES INC.,7178 CASCADE AVENUE,N/A,OAK HILLS,CA,92344,UNITED STATES OF AMERICA,N/A,909-754-2555,,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,BEEKEEPER HELPER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,15,15,Y,Seasonal,40,08:00 AM,05:00 PM,11.01,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,OAK HILLS,CA,92344,Y,H-2A Labor Contractor or Job Contractor,CALIFORNIA SWA,14228013,2014-12-31,2015-06-01
H-300-14298-984867,2014-11-20,H-2A,2014-10-26,DETERMINATION ISSUED - CERTIFICATION,2014-12-15,2015-12-14,"S. MARTINEZ LIVESTOCK, INC",13390 STATE ROUTE 24,,MOXEE,WA,98936,UNITED STATES OF AMERICA,,509-248-7967,,,,,,Sheep herding,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheepherding,,8,8,Y,Seasonal,60,12:00 AM,12:00 PM,750,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Moxee,WA,98936,Y,Individual Employer,WA State Work Force Agency,WA2692446,2014-10-15,2015-06-16
H-300-14295-554317,2014-11-14,H-2A,2014-10-22,DETERMINATION ISSUED - CERTIFICATION,2014-12-15,2015-06-30,"Crawfish Center, LLC",4394 Opelousas Road,,Ville Platte,LA,70586,UNITED STATES OF AMERICA,Evangeline Parish,337-363-3099,,"LABOR SERVICES INTERNATIONAL, LLC",ELAINE TRUJILLO,HENDERSON,NC,General Farmworker,45-2093.00,"Farmworkers, Farm and Ranch Animals",General Farm Worker,,5,5,Y,Seasonal,40,07:00 AM,04:00 PM,9.87,Hour,,,N,,None,NA,NA,N,,N,,,Y,3,Ville Platte,LA,70586,Y,Individual Employer,LA Workforce Commission,508542,2014-10-10,2015-03-23
H-300-14294-647053,2014-12-10,H-2A,2014-11-11,DETERMINATION ISSUED - CERTIFICATION,2015-01-15,2015-11-15,Juddmonte Management LLC,3082 Walnut Hill Road,,Lexington,KY,40515,UNITED STATES OF AMERICA,N/A,859-272-7629,,Lane Powell PC,Andrew Stevenson,Seattle,WA,Stable Attendant,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Stable Attendant,,25,25,Y,Seasonal,48,07:00 AM,04:30 PM,10.1,Hour,10.1,15.15,N,,None,N/A,N/A,N,,N,,,Y,3,Lexington,KY,40515,Y,Individual Employer,Kentucky Office of Employment and Training,KY0554353,2014-11-10,2015-06-16
H-300-14309-334629,2014-12-02,H-2A,2014-11-06,DETERMINATION ISSUED - CERTIFICATION,2015-01-01,2015-10-31,MACON CATTLE ASSOC. LLC,"2451 East 1300 South, Gooding ID 83330","2451 East 1300 South, Gooding ID 83330",Gooding,ID,83330,UNITED STATES OF AMERICA,,208-539-7714,,Mountain Plains Ag Service,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,3,3,Y,Seasonal,60,12:00 AM,12:00 PM,875,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Gooding,ID,83330,Y,Association - Filing as Agent (H-2A Only),ID State Workforce,ID1520304,2014-10-23,2015-06-01
H-300-14316-320316,2014-12-10,H-2A,2014-11-12,DETERMINATION ISSUED - CERTIFICATION,2015-01-11,2015-08-01,JOSHUA ALBERS,1816 40TH AVENUE SW,N/A,CENTER,ND,58530,UNITED STATES OF AMERICA,N/A,701-794-3294,,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay & Livestock,,1,1,Y,Seasonal,40,08:00 AM,05:00 PM,14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,6,CENTER,ND,58530,N,Individual Employer,NORTH DAKOTA SWA,388105,2014-11-12,2015-04-22
H-300-14281-967543,2014-11-13,H-2A,2014-10-20,DETERMINATION ISSUED - CERTIFICATION,2014-12-13,2015-03-30,"REXCROFT FARM, LLC",389 LEEDS-ATHENS ROAD,,ATHENS,NY,12015,UNITED STATES OF AMERICA,,518-821-8709,,Whiteman Osterman & Hanna LLP,Leonard D'Arrigo,Albany,NY,Winter Grounds Maintenance Worker,45-2099,"Agricultural Workers, All Other",MAINTENANCE OF,,1,1,Y,Seasonal,35,08:00 AM,03:00 PM,11.22,Hour,,,N,,None,,,N,,N,,,Y,3,Athens,NY,12015,N,Individual Employer,NYS Department of Labor,NY1108584,2014-10-16,2015-02-04
H-300-14314-693487,2014-11-20,H-2A,2014-11-10,DETERMINATION ISSUED - CERTIFICATION,2015-01-01,2015-12-31,Cubiburu Livestock,"3847 Bridlewood Circle, Stockton CA 95219","3847 Bridlewood Circle, Stockton CA 95219",Stockton,CA,95219,UNITED STATES OF AMERICA,N/A,209-477-7765,,N/A,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,7,7,Y,Seasonal,60,12:00 AM,12:00 PM,1600.34,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Tracy,CA,95304,Y,Association - Filing as Agent (H-2A Only),CA SWA,CA 14207985,2014-10-24,2015-07-02
H-300-14307-752592,2014-11-18,H-2A,2014-11-03,DETERMINATION ISSUED - WITHDRAWN,2015-01-01,2015-04-30,"BIRDSALL GRAIN & SEED, LLC",33602 Hwy 2 West,,Berthold,ND,58718,UNITED STATES OF AMERICA,,701-240-9507,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Ag. Equipment Operator,45-2091,Agricultural Equipment Operators,,423930,2,0,Y,Seasonal,48,08:00 AM,05:00 PM,13.41,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Berthold,ND,58718,N,Individual Employer,Job Service North Dakota,386734,2014-10-31,2015-03-01
H-300-14295-079667,2014-11-14,H-2A,2014-10-22,DETERMINATION ISSUED - CERTIFICATION,2014-12-15,2015-07-31,Neal Landry Farms,9114 Highway 13,,Kaplan,LA,70548,UNITED STATES OF AMERICA,Vermillion Parish,337-643-6552,,"LABOR SERVICES INTERNATIONAL, LLC",ELAINE TRUJILLO,HENDERSON,NC,General Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Ag-Rice,,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,9.87,Hour,,,N,,None,NA,NA,N,,N,,,Y,3,Kaplan,LA,70548,Y,Individual Employer,LA Workforce Commission,508550,2014-10-10,2015-04-08
H-300-14303-002147,2014-11-13,H-2A,2014-10-30,DETERMINATION ISSUED - CERTIFICATION,2014-12-15,2015-10-15,Eric Kent Brown,"Physical: 21300 Farm Supply Road, Jennings, LA 70546","Mail: 21300 Farm Supply Road, Jennings, LA 70546",Jennings,LA,70546,UNITED STATES OF AMERICA,,337-526-2808,,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Ag-Rice,,3,3,Y,Seasonal,40,07:00 AM,04:00 PM,9.87,Hour,,,N,,None,,,N,,N,,,Y,3,Jennings,LA,70546,Y,Individual Employer,"LA Worforce Commission, Office of Workforce Development",507971,2014-10-07,2015-05-16
H-300-14316-171789,2015-01-06,H-2A,2014-12-08,DETERMINATION ISSUED - CERTIFICATION,2015-02-15,2015-11-15,Berger Cattle Co.,P.O. Box 939,"4610 Hwy. 90 West, Flatonia, TX 78941",Flatonia,TX,78941,UNITED STATES OF AMERICA,,361-772-6830,,"HEAD HONCHOS, LLC",TODD MILLER,SAN ANTONIO,TX,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,ag eq op,,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,10.86,Hour,,,N,,None,,,N,,N,,,Y,3,Flatonia,TX,78941,N,Individual Employer,TWC Alien Labor Certification,TX8324925,2014-11-10,2015-06-16
H-300-14311-750152,2014-11-24,H-2A,2014-11-07,DETERMINATION ISSUED - CERTIFICATION,2015-01-02,2015-09-30,Alan Hebert Farms,9490 Litteral Road,N/A,Jennings,LA,70546,UNITED STATES OF AMERICA,,337-794-9629,,"ASHLEY FORET DEES, IMMIGRATION LAW",ASHLEY DEES,LAKE CHARLES,LA,Farm worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Soybeans,,8,8,Y,Seasonal,40,07:00 AM,04:00 PM,9.87,Hour,9.87,,N,,None,N/A,N/A,N,,N,,,Y,3,Jennings,LA,70546,Y,Individual Employer,Louisiana Workforce Commission,511735,2014-11-05,2015-05-17
H-300-14287-383525,2014-11-05,H-2A,2014-10-14,DETERMINATION ISSUED - CERTIFICATION,2014-12-15,2015-10-15,Cornerstone Farms,8350 Ivy Lane,,McKinney,TX,75071,UNITED STATES OF AMERICA,,972-854-1714,,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MCGREGOR,IA,"Farmworker, Farm and Ranch Animals",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Cattle Raising,,2,2,Y,Seasonal,48,08:00 AM,05:00 PM,10.86,Hour,,,N,,None,,,N,,N,,,N,,McKinney,TX,75071,N,Individual Employer,Texas Workforce Commission,TX6331609,2014-10-14,2015-05-16
H-300-14281-533925,2014-10-21,H-2A,2014-10-08,DETERMINATION ISSUED - CERTIFICATION,2014-11-24,2015-06-02,"P & L Harvesting, LLC",23231 N River Rd,Mailing address: P.O. Box 1027,Alva,FL,33920,UNITED STATES OF AMERICA,,239-728-3420,,,,,,Citrus Hand Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Citrus,,225,225,Y,Seasonal,35,07:00 AM,03:00 PM,10.26,Hour,,,N,,None,,,N,,N,,,N,,Alva,FL,33920,Y,H-2A Labor Contractor or Job Contractor,Agency for workforce innovation foreign labor,FL 9938972,2014-09-22,2015-02-25
H-300-14302-023084,2014-11-20,H-2A,2014-10-29,DETERMINATION ISSUED - CERTIFICATION,2014-12-21,2015-03-14,SOUTHWEST DAKOTA LLP,5269 118TH AVENUE SW,N/A,NEW ENGLAND,ND,58647,UNITED STATES OF AMERICA,N/A,701-290-1452,,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,08:00 AM,05:00 PM,14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,6,NEW ENGLAND,ND,38041,N,Individual Employer,NORTH DAKOTA SWA,385955,2014-10-24,2015-01-31
H-300-14310-243316,2014-11-25,H-2A,2014-11-06,DETERMINATION ISSUED - CERTIFICATION,2015-01-01,2015-12-31,Three Y Livestock/Chournos Inc.,"1720 E. 600 N., Tremonton UT 84337","1720 E. 600 N., Tremonton UT 84337",Tremonton,UT,84337,UNITED STATES OF AMERICA,,435-257-5620,,Mountain Plains Ag Service,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheepherding,,5,5,Y,Seasonal,60,12:00 AM,12:00 PM,750,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Tremonton,UT,84337,Y,Association - Filing as Agent (H-2A Only),UT State Workforce Agency,UT9651387,2014-10-22,2015-07-02
H-300-14352-565246,2015-01-16,H-2A,2014-12-18,DETERMINATION ISSUED - CERTIFICATION,2015-02-15,2015-12-15,Stuckey Farms Partnership,4217 E. Clarkedale Rd,,Turrell,AR,72384,UNITED STATES OF AMERICA,,870-636-1606,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Ag. Equipment Operator,45-2091,Agricultural Equipment Operators,,423930,4,4,Y,Seasonal,48,08:00 AM,05:00 PM,9.87,Hour,,,N,,None,n/a,n/a,N,,N,,,Y,3,Turrell,AR,72384,N,Individual Employer,AR Dept. of Workforce Services,1073217,2014-12-12,2015-07-16
H-300-14345-728740,2015-01-07,H-2A,2014-12-11,DETERMINATION ISSUED - CERTIFICATION,2015-02-01,2016-01-31,SMITH RANCHO LTD.,"578 Barclay Street, Craig CO 81625","PO Box 215, Craig CO 81626",Craig,CO,81625,UNITED STATES OF AMERICA,N/A,970-824-2631,,Mountain Plains Ag Service,Kelli Griffith,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,12,12,Y,Seasonal,60,12:00 AM,12:00 PM,750,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Craig,CO,81625,Y,Association - Filing as Agent (H-2A Only),CO Workforce,CO6015675,2014-12-01,2015-08-02
H-300-14339-015750,2015-01-05,H-2A,2014-12-05,DETERMINATION ISSUED - CERTIFICATION,2015-02-10,2015-12-10,Gerace Farming LLC,205 Gerace Road,,Melville,LA,71353,UNITED STATES OF AMERICA,,337-623-4454,,CAJUN VISA COMPANY INC,Christy Cartaginese,LIVINGSTON,LA,General Farmworkers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,3,3,Y,Seasonal,35,07:00 AM,01:00 PM,9.87,Hour,,,N,,None,,,N,,N,,,Y,3,Melville,LA,71353,N,Individual Employer,Opelousas Career Solutions Center,514564,2014-12-02,2015-07-11
H-300-14352-077148,2015-01-13,H-2A,2014-12-18,DETERMINATION ISSUED - CERTIFICATION,2015-02-09,2015-11-06,WASHINGTON FARM LABOR ASSOCIATION,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,UNITED STATES OF AMERICA,,360-455-8064,6,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,26,26,Y,Seasonal,35,07:00 AM,02:00 PM,11.87,Hour,,,N,,None,n/a,N/A,N,,N,,,Y,3,Bridgeport,WA,98813,Y,Association - Joint Employer (H-2A Only),WASHINGTON EMPLOYMENT SECURITY DEPARTMENT,WA2740900,2014-12-18,2015-06-25
H-300-14352-077148,2015-01-13,H-2A,2014-12-18,DETERMINATION ISSUED - CERTIFICATION,2015-02-09,2015-11-06,THE HIGHLAND PARTNERSHIP,610 E JACKWELLS RD,,BRIDGEPORT,WA,98813,UNITED STATES OF AMERICA,,360-455-8064,6,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,26,26,Y,Seasonal,35,07:00 AM,02:00 PM,11.87,Hour,,,N,,None,n/a,N/A,N,,N,,,Y,3,Bridgeport,WA,98813,Y,,WASHINGTON EMPLOYMENT SECURITY DEPARTMENT,WA2740900,2014-12-18,2015-06-25
H-300-14346-668059,2015-01-13,H-2A,2014-12-12,DETERMINATION ISSUED - CERTIFICATION,2015-02-15,2015-12-15,Folz & Folz Farms LLC,968 Boddie Rd,,HERNDON,KY,42236,UNITED STATES OF AMERICA,,270-439-5565,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,423930,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,10.1,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,HERNDON,KY,42236,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",KY0558124,2014-12-04,2015-02-15
H-300-14356-083815,2015-01-26,H-2A,2014-12-22,DETERMINATION ISSUED - CERTIFICATION,2015-03-01,2015-12-01,Fritz Island Farms,155 Dunbar Road,,Natchez,MS,39120,UNITED STATES OF AMERICA,,318-201-3339,,CAJUN VISA COMPANY INC,Kristie Gordon,LIVINGSTON,LA,Farmworkers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,4,Y,Seasonal,35,07:00 AM,01:00 PM,10.18,Hour,,,N,,None,,,N,,N,,,N,,Vidalia,LA,71373,N,Individual Employer,Concordia Career Solutions Center,516589,2014-12-18,2015-07-16
H-300-14325-571782,2014-12-08,H-2A,2014-11-25,DETERMINATION ISSUED - CERTIFICATION,2015-01-12,2015-11-11,"Eubanks Produce, Inc.",331 Produce Rd,,Lucedale,MS,39452,UNITED STATES OF AMERICA,,601-947-9661,,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Squash (RPC), Harvest/Pack",,130,130,Y,Seasonal,42,07:00 AM,03:00 PM,9.87,Hour,,,N,,None,,,N,,N,,,N,,Lucedale,MS,39452,Y,Individual Employer,Mississippi Employment Security Commission,MS113343,2014-11-12,2015-06-12
H-300-14351-340264,2015-01-26,H-2A,2014-12-17,DETERMINATION ISSUED - CERTIFICATION,2015-02-28,2015-11-23,Winsome Farms GP,4062 North Road 1,PO Box 400,Johnson,KS,67855,UNITED STATES OF AMERICA,,620-492-1740,,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MCGREGOR,IA,Farm Machine Operator,45-2091,Agricultural Equipment Operators,"Corn, milo, wheat, alfalfa",,3,3,Y,Seasonal,48,08:00 AM,05:00 PM,13.41,Hour,,,N,,High School/GED,,,N,,N,,,Y,3,Johnson,KS,67855,N,Individual Employer,Kansas Department of Commerce,KS9412802,2014-12-17,2015-07-13
H-300-14324-035024,2014-12-10,H-2A,2014-11-20,DETERMINATION ISSUED - CERTIFICATION,2015-01-04,2015-07-15,Russell J. Roy,3100 Riceland Rd.,,Rayne,LA,70578,UNITED STATES OF AMERICA,Lafayette Parish,337-873-8330,,"Crawdaddy Labor Services, LLC (CLS)",Kelly Broussard (CLS Manager),Rayne,LA,General Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Agriculture- Crawfish,,2,2,Y,Seasonal,40,07:00 AM,04:00 PM,9.87,Hour,,,N,,None,,,N,,N,,,Y,3,Rayne,LA,70529,Y,Individual Employer,"Louisiana Workforce Commission, Office of Workforce Development, Foreign",LA 510061,2014-10-22,2015-04-09
H-300-14323-054255,2014-12-11,H-2A,2014-11-21,DETERMINATION ISSUED - CERTIFICATION,2015-01-15,2015-10-15,Sunshine Honey Bees LLC,481 Highway 457,"mailing: P.O. Box 1302 , Bunkie LA  71322",Lecompte,LA,71346,UNITED STATES OF AMERICA,N/A,318-794-6961,,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Beekeeper,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,4,4,Y,Seasonal,40,07:30 AM,03:00 PM,9.87,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Lecompte,LA,71346,Y,Individual Employer,Louisiana Department of Labor Alien Labor Certification Unit,512960,2014-11-14,2015-01-12
H-300-14335-263427,2014-12-18,H-2A,2014-12-01,DETERMINATION ISSUED - CERTIFICATION,2015-01-19,2015-11-19,Catarino Valenzuela Shearing,402 W. Adobe Street,3388 Ranch Road Sonora TX. 76950,Del Rio,TX,78840,UNITED STATES OF AMERICA,,210-862-6143,,GENESIS V. SALMON,GENESIS SALMON,SAN ANGELO,TX,"Farmworkers, Farm, Ranch, and Animals",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Buck/Ram,,6,6,Y,Seasonal,40,07:00 AM,04:00 PM,10.86,Hour,,,N,,None,,,N,,N,,,Y,2,Sonora,TX,76950,Y,H-2A Labor Contractor or Job Contractor,Texas Workforce Commission,TX8327684,2014-11-24,2015-06-20
H-300-14332-107749,2015-01-09,H-2A,2014-11-28,DETERMINATION ISSUED - CERTIFICATION,2015-01-15,2015-11-10,"Highway 14 Cattle Co., LLC.","Physical: 8141 Highway 14, Lake Arthur, LA 70549","Mail: 8141 Highway 14, Lake Arthur, LA 70549",Lake Arthur,LA,70549,UNITED STATES OF AMERICA,,337-246-0846,,Couch Application Service Assistance. L.L.C.,"Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Ag-Soybeans, Ag-Vegetable and Farming",,5,5,Y,Seasonal,40,07:00 AM,04:00 PM,9.87,Hour,,,N,,None,,,N,,N,,,Y,3,Lake Arthur,LA,70549,Y,Individual Employer,"LA Workforce Commission, Office Of Workforce Development",512948,2014-11-14,2015-06-13
