CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,FLAT TOP SHEEP COMPANY,421 FLAT TOP ROAD,,CAREY,ID,83320,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,3,3,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,VANWELL LIVESTOCK INC,17480 454TH AVENUE,,WATERTOWN,SD,57201,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,4,4,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,JAMES CRAIG BAIR RANCH COMPANY,66418 HIGHWAY 6,,GLENWOOD SPRINGS,CO,81601,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,DIAMOND W LAND & LIVESTOCK INC,946 THOUSAND PEAKS ROAD,,TROUT CREEK,UT,84083,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,ANNABELLA LAND & CATTLE COMPANY LLC,50 MUSTANG LANE,,ANNABELLA,UT,84711,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,NOH SHEEP COMPANY,3828 NORTH 1000 EAST,,BUHL,ID,83316,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,FRANK SHIRTS,29511 REDTOP ROAD,,WILDER,ID,83676,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,21,21,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,DUFURRENA SHEEP,397 HWY 140,,WINNEMUCCA,NV,89445,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,NAPA VALLEY LAMB COMPANY INC,HIGHWAY 37 AND HIGHWAY 121,,SONOMA,CA,95476,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,ETCHEVERRY SHEEP COMPANY INC,325 NORTH 200 EAST,,RUPERT,ID,83350,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,10,10,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,TUTTLE LIVESTOCK COMPANY LLC,36597 HWY 40,,ELK SPRINGS,CO,81640,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,3,3,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,LAVA LAKE LAND & LIVESTOCK LLC,185 LAVA LAKE ROAD,,CAREY,ID,83333,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,JULIAN LAND & LIVESTOCK,409 QUARTZ STREET,,KEMMERER,WY,83101,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,ETCHAMENDY SHEEP COMPANY INC,24394 HIGHWAY 46,,WASCO,CA,93280,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,FORREST ARTHUR,300 WEST 250 NORTH,,PAUL,ID,83347,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,C.D. RANCHES,1214 H STREET,,RUPERT,ID,83350,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,ROUND GROVE RANCH COMPANY,3436 HIGHWAY 284,,TOWNSEND,MT,59644,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,GRASS VALLEY RANCH LLC,HC 65 BOX 500,,AUSTIN,NV,89310,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,RANDALL M JONES,4450 ROAD 151/2,,OTTO,WY,82434,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,KEN WIXOM,260 WEST 300 NORTH,,BLACKFOOT,ID,83221,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,KLECKER FARMS INC,4392 EAST ROAD 4 NORTH,,MONTE VISTA,CO,81144,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-487642,2015-10-15,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION,2015-11-10,2016-11-09,SUB,JUAN GOYENECHE,4024 MARGALO AVE,,BAKERSFIELD,CA,93313,UNITED STATES OF AMERICA,,801-486-2004,101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,3,Wasco,CA,93280,Y,,N/A,N/A,,
H-300-15243-776081,2015-10-08,H-2A,2015-08-31,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-10-19,2016-05-31,PRI,"B & W QUALITY GROWERS, INC.",7798 County Road 512,,Fellsmere,FL,32948,UNITED STATES OF AMERICA,N/A,772-571-1135,,Florida Fruit & Vegetable Association,Christine Synan,MAITLAND,FL,"Farmworker, Vegetable II",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Watercress,423860,75,75,Y,Seasonal,36,07:00 AM,01:30 PM,$10.19,Hour,,,N,,None,n/a,n/a,N,,N,,,Y,3,Fellsmere,FL,32948,Y,Association - Filing as Agent (H-2A Only),Florida Dept of Economic Opportunity,FL10071471,2015-08-18,2016-02-09
H-300-15243-865682,2015-10-07,H-2A,2015-09-02,DETERMINATION ISSUED - CERTIFICATION,2015-11-01,2016-10-31,PRI,OKELBERRY LIVESTOCK RANCH,"55 East Main St, Goshen UT 84633 (Physical Address)","PO Box 415, Goshen UT 84633 (Mailing Address)",Goshen,UT,84633,UNITED STATES OF AMERICA,,801-368-1951,,Mountain Plains Ag Service,SANDRA STUNTEBECK,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,9,9,Y,Seasonal,60,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Goshen,UT,84633,Y,Association - Filing as Agent (H-2A Only),UT State Workfoce,UT9859287,2015-08-09,2016-05-02
H-300-15244-134673,2015-11-17,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-10-20,2016-08-20,PRI,"Nature Fresh Farms USA, Inc",7167 State Hwy 109,,Delta,OH,43515,UNITED STATES OF AMERICA,,519-326-8603,,SOUTHERN IMPACT,LESLI DOWNS,TULSA,OK,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tomatoes,,28,28,Y,Seasonal,55,07:00 AM,05:00 PM,$11.75,Hour,,,N,,None,,,N,,N,,,Y,3,Delta,OH,43515,N,Individual Employer,OH Office of Workforce Development,3046436,2015-10-02,2016-03-22
H-300-15244-389038,2015-10-19,H-2A,2015-09-01,DETERMINATION ISSUED - DENIED,2016-01-01,2016-06-01,PRI,MENDOZA BROS FARMING,117 E FESLER St,,SANTA MARIA,CA,93454,UNITED STATES OF AMERICA,,818-274-9310,,,,,,"Harvesting broccoli, cauliflower or celery",45-2099,"Agricultural Workers, All Other",Broccoli,,20,0,Y,Seasonal,50,06:30 AM,05:00 PM,$10.50,Hour,,,N,,None,,,N,,Y,1,safety equipment handling and safety food handling,N,,Nipomo,CA,93444,Y,Individual Employer,NA,NA,,
H-300-15244-535086,2015-10-06,H-2A,2015-09-01,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-11-01,2016-06-15,PRI,Nestor Morales,5450 SW Shores Ave.,,Arcadia,FL,34266,UNITED STATES OF AMERICA,,863-494-5870,,"CCH BOOKKEEPING, INC.",YOLANDA CELAYA,LAKE PLACID,FL,Harvest worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Citrus,,50,50,Y,Seasonal,36,07:30 AM,01:30 PM,$10.19,Hour,,,N,,None,,,N,,N,,,N,,Arcadia,FL,34269,Y,H-2A Labor Contractor or Job Contractor,Department of Economic Oportunity,10075452,2015-08-27,2016-02-23
H-300-15245-087161,2015-10-01,H-2A,2015-09-02,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-11-01,2016-07-15,PRI,SUNNY SOUTH PACKING COMPANY,218 S. POLK AVENUE,,ARCADIA,FL,34266-9613,UNITED STATES OF AMERICA,,863-494-1551,,FLORIDA FRUIT & VEGETABLE ASSOCIATION,CHRISTINE SYNAN,MAITLAND,FL,Citrus Hand Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",General Farmworker,4239,48,48,Y,Seasonal,36,07:00 AM,02:00 PM,$10.19,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Arcadia,FL,34266,Y,Association - Filing as Agent (H-2A Only),Department of Economic Opportunity,FL10075197,2015-08-26,2016-03-09
H-300-15245-321659,2015-10-02,H-2A,2015-09-02,DETERMINATION ISSUED - CERTIFICATION,2015-11-01,2016-10-31,PRI,Titmus Family Farms,"440 North Lamb Lane, Grantsville UT 84029 (Physical Address)","PO Box 922, Grantsville UT 84029 (Mailing Address)",Grantsville,UT,84029,UNITED STATES OF AMERICA,,435-830-2146,,Mountain Plains Ag Service,SANDRA STUNTEBECK,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,3,3,Y,Seasonal,60,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Grantsville,UT,84029,Y,Association - Filing as Agent (H-2A Only),UT State Workforce,UT9859256,2015-08-25,2016-05-02
H-300-15246-073234,2015-10-05,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION,2015-11-01,2016-10-31,PRI,Hugh Childress,"4200 CR 411, Ozona, TX 76943","P.O. Box 943, Ozona, TX 76943",Ozona,TX,76943,UNITED STATES OF AMERICA,N/A,432-836-4402,,Mountain Plains Ag Service,Linda Reyna,Casper,WY,Goat/Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Goats,,3,3,Y,Seasonal,60,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Ozona,TX,76943,Y,Association - Filing as Agent (H-2A Only),TX State workforce,TX2857925,2015-09-02,2016-05-01
H-300-15246-172861,2015-10-02,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-11-01,2015-12-06,PRI,Alewelt Concrete Inc.,18358 County Hwy D-20,,Alden,IA,50006,UNITED STATES OF AMERICA,,515-859-3223,,THE BERNARD FIRM P.L.C.,Aaron Bernard,Ames,IA,Farm Worker/ Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Construction of Livestock Buildings,,11,11,Y,Seasonal,45,07:30 AM,04:30 PM,$12.62,Hour,,,N,,None,,,N,,N,,,Y,1,Audubon,IA,50025,Y,H-2A Labor Contractor or Job Contractor,Iowa Workforce Development,5345046,2015-08-20,2015-11-16
H-300-15246-244712,2015-10-02,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-11-01,2016-06-15,PRI,"H2A Complete II, Inc.",1926 First Commercial Drive N Suite 109,,Southaven,MS,38671-0000,UNITED STATES OF AMERICA,,662-393-4241,,,,,,Citrus Hand Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Peaches,,170,170,Y,Seasonal,35,07:00 AM,01:00 PM,$10.19,Hour,,,N,,None,,,N,,N,,,N,,Vero Beach,FL,32968-0000,Y,H-2A Labor Contractor or Job Contractor,FL Department of Economic Opportunity,10077238,2015-08-31,2016-02-23
H-300-15246-267767,2015-10-07,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION,2015-11-01,2016-10-31,PRI,Allen Livestock,"37078 Highway 92, Hotchkiss CO 81419","PO Box 25, Hotchkiss CO 81419",Hotchkiss,CO,81419,UNITED STATES OF AMERICA,N/A,970-708-8901,,Mountain Plains Ag Service,Linda Reyna,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,5,5,Y,Seasonal,60,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Hotchkiss,CO,81419,Y,Association - Filing as Agent (H-2A Only),CO State workforce,CO6263162,2015-08-21,2016-05-01
H-300-15246-402997,2015-10-08,H-2A,2015-09-04,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-10-21,2015-12-31,PRI,COYANOSA COOPERATIVE GIN,2033 W. Hwy. 1450,"mailing: P. O. Box 128, Coyanosa, TX  79730",Coyanosa,TX,79730,UNITED STATES OF AMERICA,,432-343-2251,,"MAS LABOR H-2A, LLC",Elizabeth Whitley,LOVINGSTON,VA,Gin Worker,45-2091,Agricultural Equipment Operators,Cotton,,36,36,Y,Seasonal,40,06:00 AM,02:00 PM,$10.35,Hour,,,N,,None,,,N,,N,,,Y,1,Coyanosa,TX,79730,N,Individual Employer,Texas Workforce Commission,TX8394842,2015-09-21,2015-11-25
H-300-15246-702537,2015-10-06,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-09-15,2016-07-15,PRI,"Frog Song Organics, LLC.",4317 N.E. U.S. HWY. 301,,Hawthorne,FL,32640,UNITED STATES OF AMERICA,,352-468-3816,,,,,,FRUIT AND VEGETABLE HAND HARVESTING,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Beans,,12,12,Y,Seasonal,36,07:00 AM,01:00 PM,$10.19,Hour,,,N,,None,,,N,,N,,,N,,Hawthorne,FL,32640,N,Individual Employer,FL Dept of Economic Oppertunity,FL10073521,2015-08-21,2016-02-14
H-300-15246-810612,2015-10-07,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-11-01,2015-12-31,PRI,Jefferson Heights LLC,"2030 Walsh Drive, Casper WY 82601 (Physical Address)","2030 Walsh Drive, Casper WY 82601 (Mailing Address)",Casper,WY,82601,UNITED STATES OF AMERICA,,307-265-0320,,Mountain Plains Ag Service,SANDRA STUNTEBECK,Casper,WY,Open Range Winter Cattle Herder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Open Range Livestock,,1,1,Y,Seasonal,60,12:00 AM,12:00 PM,$875.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Casper,WY,82609,Y,Association - Filing as Agent (H-2A Only),WY State Workforce,WY2593365,2015-08-27,2015-12-01
H-300-15246-818917,2015-10-19,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-10-27,2015-12-20,PRI,Flores Construction LLC,506 1st Ave,,Ackley,IA,50601,UNITED STATES OF AMERICA,,641-847-8062,,THE BERNARD FIRM P.L.C.,Aaron Bernard,Ames,IA,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Agricultural Equipment Operator,,5,5,Y,Seasonal,40,07:30 AM,04:30 PM,$12.62,Hour,,,N,,None,,,N,,N,,,Y,1,Swaledale,IA,50477,Y,H-2A Labor Contractor or Job Contractor,Iowa Workforce Development,5352660,2015-08-26,2015-11-23
H-300-15246-835308,2015-10-15,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-11-15,2016-06-30,PRI,Francisco Orozco,1022 Lake June Rd,,Lake Placid,FL,33852,UNITED STATES OF AMERICA,,863-441-0844,,"CCH BOOKKEEPING, INC.",YOLANDA CELAYA,LAKE PLACID,FL,Harvest worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Oranges,,99,99,Y,Seasonal,36,07:30 AM,01:30 PM,$10.19,Hour,,,N,,None,,,N,,N,,,N,,Arcadia,FL,34266,Y,H-2A Labor Contractor or Job Contractor,Department of Economic Oportunity,10079148,2015-09-03,2016-03-08
H-300-15246-891764,2016-08-08,H-2A,2015-09-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-10-19,2016-08-19,PRI,"NORTHWOODS APIARIES, LLC",2770 LOOP RD.,,WESTFIELD,VT,05874,UNITED STATES OF AMERICA,,802-744-2007,,,,,,Beekeeper,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,1,1,Y,Seasonal,40,08:00 AM,04:00 PM,$11.55,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Westfield,VT,05874,Y,Individual Employer,VTDOL Newport Resource Center - Emory E. Hebard State Office Building,323849,2015-08-20,2016-03-18
H-300-15246-953385,2015-10-05,H-2A,2015-09-08,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-11-25,2016-08-25,PRI,"GERARD FREY FARMS, INC",6676 HARMON RD,,IOTA,LA,70543,UNITED STATES OF AMERICA,,337-779-2261,,,,,,Crawfish Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,15,15,Y,Seasonal,40,07:00 AM,03:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,N,,Iota,LA,70543,N,Individual Employer,Louisiana Workforce Commission,561994,2015-08-02,2016-04-10
H-300-15247-442497,2015-10-06,H-2A,2015-09-04,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-11-01,2016-06-01,PRI,"CHAMPLAIN VALLEY APPLE STORAGE, INC.","40 River Road, PO Box 26",,PERU,NY,12972,UNITED STATES OF AMERICA,,518-643-8221,,,,,,"Farmworkers and Laborers, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apple Drops,,3,3,Y,Seasonal,40,08:00 AM,04:00 PM,$11.26,Hour,,,N,,None,,,N,,N,,,Y,1,Peru,NY,12972,Y,Individual Employer,NYS Department of Labor - One Stop Office,NY 1143023,2015-08-27,2016-02-15
H-300-15247-503564,2015-10-02,H-2A,2015-09-04,DETERMINATION ISSUED - CERTIFICATION,2015-11-01,2016-10-31,PRI,Lehfeldt Rambouillets,"1910 Railway Avenue E, Lavina MT 59046","PO Box 175, Lavina MT 59046-0175",Lavina,MT,59046,UNITED STATES OF AMERICA,,406-636-2731,,Mountain Plains Ag Service,Linda Reyna,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,5,5,Y,Seasonal,60,12:00 AM,12:00 PM,$750.00,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Lavina,MT,59046,Y,Association - Filing as Agent (H-2A Only),MT State Workforce,MT10149423,2015-08-27,2016-04-30
